Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Iceland,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,781,832.56","4,009,821.48","4,191,495.90","4,295,683.34","4,384,139.59","4,468,480.67","4,533,942.30","4,603,129.90",2016
Iceland,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,658,324.54","7,203,877.43","7,738,652.55","8,164,740.56","8,572,200.54","8,977,152.37","9,350,442.89","9,767,898.87",2016
Iceland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","50,472.94","59,629.05","67,570.06","74,802.38","78,942.13","81,102.93","82,643.81","84,281.86",2016
Iceland,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
Iceland,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",15.21,16.519,17.846,18.909,19.947,20.983,21.967,23.013,2016
Iceland,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","45,740.24","49,135.58","52,496.34","55,005.50","57,369.62","59,652.62","61,752.56","63,999.30",2016
Iceland,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.013,0.014,0.014,0.014,0.014,0.014,0.014,0.014,2011
Iceland,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",145.568,146.612,147.413,148.435,149.421,150.491,151.418,152.625,2016
Iceland,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1990 Primary domestic currency: Icelandic kra Data last updated: 03/2017",19.081,21.34,21.899,21.391,22.235,22.887,22.854,23.325,2016
Iceland,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1990 Primary domestic currency: Icelandic kra Data last updated: 03/2017",24.552,29.33,28.798,28.046,27.957,28.275,28.24,28.53,2016
Iceland,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016 Harmonized prices: No Frequency of source data: Monthly Base year: 1997. Base period is 1997Q1. Primary domestic currency: Icelandic kra Data last updated: 03/2017,239.808,243.878,249.293,255.745,262.84,269.846,276.593,283.507,2016
Iceland,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",1.633,1.697,2.22,2.588,2.775,2.666,2.5,2.5,2016
Iceland,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016 Harmonized prices: No Frequency of source data: Monthly Base year: 1997. Base period is 1997Q1. Primary domestic currency: Icelandic kra Data last updated: 03/2017,241.38,246.012,251.916,258.718,265.703,272.731,279.549,286.538,2016
Iceland,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.012,1.919,2.4,2.7,2.7,2.645,2.5,2.5,2016
Iceland,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Iceland,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Fisher Chain-weighted: Yes, from 1990 Trade System: Special trade Excluded items in trade: In transit;Re-imports;. In accordance with ESA 2010. Oil coverage: Petroleum, petroleum products Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Icelandic kra Data last updated: 03/2017",13.503,14.685,8.404,3.808,4.72,2.24,1.481,2.735,2016
Iceland,Volume of Imports of goods,Percent change,,"Source: National Statistics Office Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Fisher Chain-weighted: Yes, from 1990 Trade System: Special trade Excluded items in trade: In transit;Re-imports;. In accordance with ESA 2010. Oil coverage: Petroleum, petroleum products Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Icelandic kra Data last updated: 03/2017",18.647,13.668,8.376,2.511,5.368,1.965,0.752,2.719,2016
Iceland,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Fisher Chain-weighted: Yes, from 1990 Trade System: Special trade Excluded items in trade: In transit;Re-imports;. In accordance with ESA 2010. Oil coverage: Petroleum, petroleum products Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Icelandic kra Data last updated: 03/2017",9.172,11.135,6.887,4.384,3.169,2.228,1.853,2.012,2016
Iceland,Volume of exports of goods,Percent change,,"Source: National Statistics Office Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Fisher Chain-weighted: Yes, from 1990 Trade System: Special trade Excluded items in trade: In transit;Re-imports;. In accordance with ESA 2010. Oil coverage: Petroleum, petroleum products Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Icelandic kra Data last updated: 03/2017",3.281,3.708,3.507,3.137,3.441,2.311,1.717,2.07,2016
Iceland,Unemployment rate,Percent of total labor force,,"Source: Labor Directorate Latest actual data: 2016 Notes: LHEM series is from the OECD, hourly earnings in the manufacturing sector Employment type: Other Primary domestic currency: Icelandic kra Data last updated: 03/2017",3.992,3.008,3,3.3,3.6,3.9,4,4,2016
Iceland,Employment,Persons,Millions,"Source: Labor Directorate Latest actual data: 2016 Notes: LHEM series is from the OECD, hourly earnings in the manufacturing sector Employment type: Other Primary domestic currency: Icelandic kra Data last updated: 03/2017",0.184,0.191,0.197,0.202,n/a,n/a,n/a,n/a,2016
Iceland,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Icelandic kra Data last updated: 03/2017,0.333,0.336,0.34,0.344,0.348,0.352,0.356,0.36,2016
Iceland,General government revenue,National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Icelandic kra Data last updated: 03/2017,930.984,"1,412.57","1,098.52","1,179.26","1,252.46","1,321.45","1,386.51","1,461.20",2015
Iceland,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,42.048,58.324,41.757,42.014,42.021,41.847,41.685,41.602,2015
Iceland,General government total expenditure,National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Icelandic kra Data last updated: 03/2017,949.453,"1,138.42","1,084.02","1,147.71","1,208.60","1,291.14","1,355.69","1,432.30",2015
Iceland,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,42.882,47.004,41.206,40.89,40.549,40.887,40.759,40.78,2015
Iceland,General government net lending/borrowing,National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Icelandic kra Data last updated: 03/2017,-18.469,274.153,14.503,31.549,43.868,30.31,30.82,28.898,2015
Iceland,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-0.834,11.319,0.551,1.124,1.472,0.96,0.927,0.823,2015
Iceland,General government structural balance,National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Icelandic kra Data last updated: 03/2017,-58.617,-27.43,-22.334,7.855,27.851,26.314,30.82,28.898,2015
Iceland,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,-2.661,-1.152,-0.867,0.283,0.94,0.835,0.927,0.823,2015
Iceland,General government primary net lending/borrowing,National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Icelandic kra Data last updated: 03/2017,65.313,333.827,84.512,91.78,94.916,80.976,77.397,75.406,2015
Iceland,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,2.95,13.783,3.212,3.27,3.185,2.564,2.327,2.147,2015
Iceland,General government net debt,National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Icelandic kra Data last updated: 03/2017,"1,087.77",993.516,"1,009.95",890.099,847.172,631.109,600.245,572.421,2015
Iceland,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,49.13,41.021,38.39,31.712,28.423,19.986,18.046,16.298,2015
Iceland,General government gross debt,National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Icelandic kra Data last updated: 03/2017,"1,506.68","1,289.20","1,206.45","1,139.46","1,134.67","1,080.05","1,083.57","1,044.86",2015
Iceland,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,68.05,53.23,45.86,40.596,38.069,34.203,32.578,29.748,2015
Iceland,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Icelandic kra Data last updated: 03/2017,"2,214.09","2,421.96","2,630.74","2,806.83","2,980.55","3,157.79","3,326.13","3,512.30",2015
Iceland,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2016 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Icelandic kra Data last updated: 03/2017",0.918,1.602,1.585,1.711,1.571,1.537,1.583,1.578,2016
Iceland,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",5.471,7.989,6.899,6.656,5.722,5.388,5.386,5.206,2016
India,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2016/17. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with ba Chain-weighted: No Primary domestic currency: Indian rupee Data last updated: 03/2017","113,575.30","121,330.48","130,040.77","140,034.83","150,944.70","162,901.41","176,079.12","190,437.24",2017
India,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.934,6.828,7.179,7.685,7.791,7.921,8.089,8.154,2017
India,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2016/17. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with ba Chain-weighted: No Primary domestic currency: Indian rupee Data last updated: 03/2017","136,753.30","151,904.81","169,705.72","190,856.55","214,936.97","241,774.47","272,140.59","306,428.15",2017
India,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,088.16","2,256.40","2,454.46","2,685.70","2,959.67","3,252.72","3,577.13","3,935.27",2017
India,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",120.408,125.199,130.502,136.292,142.395,148.418,154.556,160.908,2017
India,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","87,883.15","92,664.93","98,027.68","104,190.71","110,849.70","118,076.98","125,971.41","134,474.43",2013
India,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","105,818.00","116,015.76","127,928.02","142,003.81","157,843.89","175,247.10","194,696.19","216,379.70",2013
India,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,615.79","1,723.30","1,850.23","1,998.26","2,173.50","2,357.69","2,559.17","2,778.83",2013
India,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
India,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).","8,003.41","8,662.35","9,489.30","10,447.32","11,508.28","12,670.37","13,972.74","15,426.54",2017
India,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,192.94","6,615.78","7,153.25","7,773.16","8,451.37","9,183.95","9,996.45","10,893.23",2013
India,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",6.967,7.226,7.49,7.786,8.098,8.435,8.794,9.171,2011
India,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",17.087,17.536,17.884,18.268,18.677,19.082,19.477,19.864,2017
India,Total investment,Percent of GDP,,"Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2016/17. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with ba Chain-weighted: No Primary domestic currency: Indian rupee Data last updated: 03/2017",32.747,31.416,31.43,31.646,31.863,32.093,32.379,32.708,2017
India,Gross national savings,Percent of GDP,,"Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2016/17. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with ba Chain-weighted: No Primary domestic currency: Indian rupee Data last updated: 03/2017",31.689,30.492,29.942,30.099,30.293,30.452,30.608,30.652,2017
India,"Inflation, average consumer prices",Index,,Source: National Statistics Office. The original data are in monthly. IMF staff collapsed it to fiscal year data. Latest actual data: 2016/17 Harmonized prices: No. CPI-National (CY2006M1 forward) is used spliced with CPI-Industrial Workers (CY2005M12 backward) [20011=100]. Frequency of source data: Monthly Base year: 2011/12. Data issued by the authorities for year 2001 is not 100 Primary domestic currency: Indian rupee Data last updated: 03/2017,124.683,130.758,136.974,143.894,151.07,158.452,166.263,174.506,2017
India,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4.908,4.872,4.754,5.052,4.987,4.886,4.93,4.958,2017
India,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. The original data are in monthly. IMF staff collapsed it to fiscal year data. Latest actual data: 2016/17 Harmonized prices: No. CPI-National (CY2006M1 forward) is used spliced with CPI-Industrial Workers (CY2005M12 backward) [20011=100]. Frequency of source data: Monthly Base year: 2011/12. Data issued by the authorities for year 2001 is not 100 Primary domestic currency: Indian rupee Data last updated: 03/2017,126.1,132.332,138.774,145.813,153.124,160.56,168.498,178.523,2017
India,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",5.259,4.942,4.868,5.073,5.013,4.856,4.944,5.95,2017
India,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
India,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016/17 Base year: 1999 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Indian rupee Data last updated: 03/2017",1.961,4.961,6.268,8.35,9.099,8.75,8.676,8.849,2017
India,Volume of Imports of goods,Percent change,,"Source: Central Bank Latest actual data: 2016/17 Base year: 1999 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Indian rupee Data last updated: 03/2017",1.766,4,5.7,8.3,9.3,9,8.9,8.8,2017
India,Volume of exports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016/17 Base year: 1999 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Indian rupee Data last updated: 03/2017",-4.437,5.7,6.863,7.519,7.939,7.853,7.855,7.945,2017
India,Volume of exports of goods,Percent change,,"Source: Central Bank Latest actual data: 2016/17 Base year: 1999 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Indian rupee Data last updated: 03/2017",-5.129,5.1,6,6.915,7.5,7.5,7.5,7.5,2017
India,Unemployment rate,Percent of total labor force,,,,,,,,,,,
India,Employment,Persons,Millions,,,,,,,,,,
India,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2012/13 Primary domestic currency: Indian rupee Data last updated: 03/2017,"1,292.34","1,309.35","1,326.57","1,344.02","1,361.71","1,379.62","1,397.77","1,416.16",2013
India,General government revenue,National currency,Billions,"Source: Ministry of Finance or Treasury. and IMF staff calculations Latest actual data: 2015/16. State Level data arrive with significantly longer lag than Central data. Fiscal assumptions: Historical data are based on budgetary execution data. Projections are based on available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Subnational data are incorporated with a lag of up to two years; general go Start/end months of reporting year: April/March. The original data from the authority is on FY (Apr/Mar) basis. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authority reported in GFSM 1986, staffs converted to GFSM 2001 Basis of recording: Cash General government includes: Central Government;State Government;. This is according to the authorities' account standards. Valuation of public debt: Nominal value. Authorities debt figures often Primary domestic currency: Indian rupee Data last updated: 03/2017","27,882.87","32,399.13","35,414.16","39,738.47","44,825.67","50,535.03","57,010.23","64,339.10",2016
India,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,20.389,21.329,20.868,20.821,20.855,20.902,20.949,20.996,2016
India,General government total expenditure,National currency,Billions,"Source: Ministry of Finance or Treasury. and IMF staff calculations Latest actual data: 2015/16. State Level data arrive with significantly longer lag than Central data. Fiscal assumptions: Historical data are based on budgetary execution data. Projections are based on available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Subnational data are incorporated with a lag of up to two years; general go Start/end months of reporting year: April/March. The original data from the authority is on FY (Apr/Mar) basis. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authority reported in GFSM 1986, staffs converted to GFSM 2001 Basis of recording: Cash General government includes: Central Government;State Government;. This is according to the authorities' account standards. Valuation of public debt: Nominal value. Authorities debt figures often Primary domestic currency: Indian rupee Data last updated: 03/2017","37,557.09","42,380.04","46,257.05","51,679.08","57,731.19","64,627.26","72,362.12","81,027.38",2016
India,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,27.463,27.899,27.257,27.077,26.86,26.73,26.59,26.443,2016
India,General government net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury. and IMF staff calculations Latest actual data: 2015/16. State Level data arrive with significantly longer lag than Central data. Fiscal assumptions: Historical data are based on budgetary execution data. Projections are based on available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Subnational data are incorporated with a lag of up to two years; general go Start/end months of reporting year: April/March. The original data from the authority is on FY (Apr/Mar) basis. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authority reported in GFSM 1986, staffs converted to GFSM 2001 Basis of recording: Cash General government includes: Central Government;State Government;. This is according to the authorities' account standards. Valuation of public debt: Nominal value. Authorities debt figures often Primary domestic currency: Indian rupee Data last updated: 03/2017","-9,674.21","-9,980.90","-10,842.89","-11,940.61","-12,905.52","-14,092.22","-15,351.89","-16,688.28",2016
India,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-7.074,-6.57,-6.389,-6.256,-6.004,-5.829,-5.641,-5.446,2016
India,General government structural balance,National currency,Billions,"Source: Ministry of Finance or Treasury. and IMF staff calculations Latest actual data: 2015/16. State Level data arrive with significantly longer lag than Central data. Fiscal assumptions: Historical data are based on budgetary execution data. Projections are based on available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Subnational data are incorporated with a lag of up to two years; general go Start/end months of reporting year: April/March. The original data from the authority is on FY (Apr/Mar) basis. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authority reported in GFSM 1986, staffs converted to GFSM 2001 Basis of recording: Cash General government includes: Central Government;State Government;. This is according to the authorities' account standards. Valuation of public debt: Nominal value. Authorities debt figures often Primary domestic currency: Indian rupee Data last updated: 03/2017","-9,617.71","-9,881.09","-10,784.48","-11,957.98","-12,953.44","-14,223.86","-15,351.89","-16,688.28",2016
India,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,-7.013,-6.483,-6.35,-6.275,-6.042,-5.912,-5.67,-5.481,2016
India,General government primary net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury. and IMF staff calculations Latest actual data: 2015/16. State Level data arrive with significantly longer lag than Central data. Fiscal assumptions: Historical data are based on budgetary execution data. Projections are based on available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Subnational data are incorporated with a lag of up to two years; general go Start/end months of reporting year: April/March. The original data from the authority is on FY (Apr/Mar) basis. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authority reported in GFSM 1986, staffs converted to GFSM 2001 Basis of recording: Cash General government includes: Central Government;State Government;. This is according to the authorities' account standards. Valuation of public debt: Nominal value. Authorities debt figures often Primary domestic currency: Indian rupee Data last updated: 03/2017","-3,421.90","-2,763.36","-2,684.71","-3,151.61","-3,285.46","-3,572.99","-3,848.91","-4,108.89",2016
India,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-2.502,-1.819,-1.582,-1.651,-1.529,-1.478,-1.414,-1.341,2016
India,General government net debt,National currency,Billions,,,,,,,,,,
India,General government net debt,Percent of GDP,,,,,,,,,,,
India,General government gross debt,National currency,Billions,"Source: Ministry of Finance or Treasury. and IMF staff calculations Latest actual data: 2015/16. State Level data arrive with significantly longer lag than Central data. Fiscal assumptions: Historical data are based on budgetary execution data. Projections are based on available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Subnational data are incorporated with a lag of up to two years; general go Start/end months of reporting year: April/March. The original data from the authority is on FY (Apr/Mar) basis. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authority reported in GFSM 1986, staffs converted to GFSM 2001 Basis of recording: Cash General government includes: Central Government;State Government;. This is according to the authorities' account standards. Valuation of public debt: Nominal value. Authorities debt figures often Primary domestic currency: Indian rupee Data last updated: 03/2017","95,113.92","105,629.62","115,041.74","126,134.99","138,157.21","151,342.72","165,765.93","181,561.89",2016
India,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,69.551,69.537,67.789,66.089,64.278,62.597,60.912,59.251,2016
India,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. and IMF staff calculations Latest actual data: 2015/16. State Level data arrive with significantly longer lag than Central data. Fiscal assumptions: Historical data are based on budgetary execution data. Projections are based on available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Subnational data are incorporated with a lag of up to two years; general go Start/end months of reporting year: April/March. The original data from the authority is on FY (Apr/Mar) basis. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authority reported in GFSM 1986, staffs converted to GFSM 2001 Basis of recording: Cash General government includes: Central Government;State Government;. This is according to the authorities' account standards. Valuation of public debt: Nominal value. Authorities debt figures often Primary domestic currency: Indian rupee Data last updated: 03/2017","136,753.30","151,904.81","169,705.72","190,856.55","214,936.97","241,774.47","272,140.59","306,428.15",2016
India,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2016/17 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). Data converted from BPM5 to BPM6 by staff. Primary domestic currency: Indian rupee Data last updated: 03/2017",-22.086,-20.858,-36.511,-41.539,-46.471,-53.386,-63.343,-80.901,2017
India,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.058,-0.924,-1.488,-1.547,-1.57,-1.641,-1.771,-2.056,2017
Indonesia,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008. National account SNA 2008 was recently released in 2015 and the authorities publish data from 2010 only. Whenever applicable, the desks use spliced series from Haver for data prior 2010. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Indonesian rupiah Data last updated: 03/2017","8,982,511.30","9,433,034.40","9,914,123.67","10,439,579.16","11,003,316.00","11,608,498.38","12,246,965.79","12,920,548.91",2016
Indonesia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.876,5.016,5.1,5.3,5.4,5.5,5.5,5.5,2016
